PF10417.11	1-cysPrx_C
PF01037.23	AsnC_trans_reg
PF17805.3	AsnC_trans_reg2
PF00733.23	Asn_synthase
PF00026.25	Asp
PF06826.14	Asp-Al_Ex
PF05279.13	Asp-B-Hydro_N
PF16993.7	Asp1
PF16929.7	Asp2
PF03780.15	Asp23
PF16996.7	Asp4
PF17000.7	Asp5
PF00710.22	Asparaginase
PF01112.20	Asparaginase_2
PF17763.3	Asparaginase_C
PF06089.14	Asparaginase_II
PF17641.4	ASPRs
PF14521.8	Aspzincin_M35
PF12897.9	Asp_aminotransf
PF05118.17	Asp_Arg_Hydrox
PF02261.18	Asp_decarbox
PF01177.24	Asp_Glu_race
PF14669.8	Asp_Glu_race_2
PF09668.12	Asp_protease
PF13650.8	Asp_protease_2
PF06392.13	Asr
PF07100.13	ASRT
PF04958.14	AstA
PF01400.26	Astacin
PF04996.14	AstB
PF04952.16	AstE_AspA
PF19743.1	ASTN1_2_EGF_Fn
PF19441.1	ASTN_1_2_N
PF18577.3	ASTN_2_hairpin
PF19415.1	Astro_1A
PF03115.16	Astro_capsid_N
PF12226.10	Astro_capsid_p
PF16580.7	Astro_capsid_p2
PF19414.1	Astro_p19
PF19416.1	Astro_VPg
PF13919.8	ASXH
PF15321.8	ATAD4
PF14196.8	ATC_hydrolase
PF04377.17	ATE_C
PF04376.15	ATE_N
PF16788.7	ATF7IP_BD
PF07855.14	ATG101
PF10377.11	ATG11
PF19697.1	Atg11_middle
PF10033.11	ATG13
PF10186.11	ATG14
PF08614.13	ATG16
PF04108.14	ATG17_like
PF12744.9	ATG19
PF11700.10	ATG22
PF09451.12	ATG27
PF18388.3	ATG29_N
PF13329.8	ATG2_CAD
PF09795.11	ATG31
PF08589.12	ATG43
PF16420.7	ATG7_N
PF02991.18	ATG8
PF04109.18	ATG9
PF09333.13	ATG_C
PF03078.17	ATHILA
PF07737.13	ATLF
PF03477.18	ATP-cone
PF02222.24	ATP-grasp
PF08442.12	ATP-grasp_2
PF02655.16	ATP-grasp_3
PF13535.8	ATP-grasp_4
PF13549.8	ATP-grasp_5
PF18419.3	ATP-grasp_6
PF00217.21	ATP-gua_Ptrans
PF02807.17	ATP-gua_PtransN
PF01747.19	ATP-sulfurylase
PF00231.21	ATP-synt
PF05176.16	ATP-synt_10
PF00895.22	ATP-synt_8
PF00119.22	ATP-synt_A
PF00006.27	ATP-synt_ab
PF00306.29	ATP-synt_ab_C
PF02874.25	ATP-synt_ab_N
PF16886.7	ATP-synt_ab_Xtn
PF00430.20	ATP-synt_B
PF00137.23	ATP-synt_C
PF01813.19	ATP-synt_D
PF00401.22	ATP-synt_DE
PF02823.18	ATP-synt_DE_N
PF05680.14	ATP-synt_E
PF04627.15	ATP-synt_Eps
PF08112.13	ATP-synt_E_2
PF01990.19	ATP-synt_F
PF05511.13	ATP-synt_F6
PF04718.17	ATP-synt_G
PF03899.17	ATP-synt_I
PF04911.14	ATP-synt_J
PF05827.14	ATP-synt_S1
PF16594.7	ATP-synt_Z
PF06644.13	ATP11
PF07542.13	ATP12
PF12921.9	ATP13
PF11022.10	ATP19
PF02038.18	ATP1G1_PLM_MAT8
PF06745.15	ATPase
PF12156.10	ATPase-cat_bd
PF01637.20	ATPase_2
PF09527.12	ATPase_gene1
PF18130.3	ATPgrasp_N
PF14397.8	ATPgrasp_ST
PF15632.8	ATPgrasp_Ter
PF14305.8	ATPgrasp_TupA
PF14398.8	ATPgrasp_YheCD
PF12966.9	AtpR
PF03029.19	ATP_bind_1
PF03668.17	ATP_bind_2
PF01171.22	ATP_bind_3
PF12424.10	ATP_Ca_trans_C
PF10775.11	ATP_sub_h
PF14960.8	ATP_synth_reg
PF05493.15	ATP_synt_H
PF09830.11	ATP_transf
PF16829.7	ATR13
PF05353.13	Atracotoxin
PF03154.17	Atrophin-1
PF15445.8	ATS
PF06232.13	ATS3
PF11263.10	Attachment_P66
PF03769.17	Attacin_C
PF03768.17	Attacin_N
PF18800.3	Atthog
PF08037.13	Attractin
PF11512.10	Atu4866
PF07287.13	AtuA
PF09759.11	Atx10homo_assoc
PF12547.10	ATXN-1_C
PF08098.13	ATX_III
PF18461.3	Atypical_Card
PF02178.21	AT_hook
PF18637.3	AUDH_Cupin
PF15187.8	Augurin
PF11583.10	AurF
PF09041.12	Aurora-A_bind
PF03472.17	Autoind_bind
PF00765.19	Autoind_synth
PF03987.17	Autophagy_act_C
PF03797.21	Autotransporter
PF06677.14	Auto_anti-p27
PF15336.8	Auts2
PF02041.18	Auxin_BP
PF05703.13	Auxin_canalis
PF02519.16	Auxin_inducible
PF05564.14	Auxin_repressed
PF06507.15	Auxin_resp
PF02309.18	AUX_IAA
PF17198.6	AveC_like
PF03708.16	Avian_gp85
PF01382.19	Avidin
PF11599.10	AviRa
PF09794.11	Avl9
PF05394.13	AvrB_AvrC
PF05655.13	AvrD
PF11725.10	AvrE_T3Es
PF11529.10	AvrL567-A
PF18661.3	AvrLm4-7
PF18241.3	AvrM-A
PF18247.3	AvrM_N
PF09143.12	AvrPphF-ORF-2
PF11592.10	AvrPto
PF09046.12	AvrPtoB-E3_ubiq
PF16847.7	AvrPtoB_bdg
PF05627.13	AvrRpt-cleavage
PF06536.13	Av_adeno_fibre
PF05512.13	AWPM-19
PF17907.3	AWS
PF05448.14	AXE1
PF08517.14	AXH
PF16646.7	AXIN1_TNKS_BD
PF08833.12	Axin_b-cat_bind
PF10211.11	Ax_dynein_light
PF03591.16	AzlC
PF05437.14	AzlD
PF16558.7	AZUL
PF01356.21	A_amylase_inhib
PF02137.20	A_deamin
PF00962.24	A_deaminase
PF08451.13	A_deaminase_N
PF18424.3	a_DG1_N2
PF09713.12	A_thal_3526
PF02216.18	B
PF04182.14	B-block_TFIIIC
PF02246.17	B1
PF02310.21	B12-binding
PF02607.19	B12-binding_2
PF06522.13	B12D
PF11473.10	B2
PF09066.12	B2-adapt-app_C
PF17623.4	B277
PF02362.23	B3
PF19341.1	B3GALT2_N
PF17057.7	B3R
PF03483.19	B3_4
PF03484.17	B5
PF01603.22	B56
PF07162.13	B9-C2
PF07886.13	BA14K
PF06989.14	BAALC_N
PF08840.13	BAAT_C
PF07234.13	Babuvirus_MP
PF02673.20	BacA
PF18138.3	bacHORMA_1
PF18173.3	bacHORMA_2
PF05791.13	Bacillus_HBL
PF05968.13	Bacillus_PapR
PF07707.17	BACK
PF13004.9	BACON
PF19190.2	BACON_2
PF10432.11	bact-PGI_C
PF12173.10	BacteriocIIc_cy
PF01721.20	Bacteriocin_II
PF10439.11	Bacteriocin_IIc
PF09221.12	Bacteriocin_IId
PF11758.10	Bacteriocin_IIi
PF14406.8	Bacteroid_pep
PF04519.15	Bactofilin
PF18483.3	Bact_lectin
PF08379.12	Bact_transglu_N
PF06143.13	Baculo_11_kDa
PF04798.14	Baculo_19
PF06096.13	Baculo_8kDa
PF04786.14	Baculo_DNA_bind
PF05274.13	Baculo_E25
PF04639.14	Baculo_E56
PF04850.14	Baculo_E66
PF12259.10	Baculo_F
PF03258.16	Baculo_FP
PF04700.14	Baculo_gp41
PF03273.15	Baculo_gp64
PF04735.14	Baculo_helicase
PF05290.13	Baculo_IE-1
PF07206.13	Baculo_LEF-10
PF06385.14	Baculo_LEF-11
PF03041.16	Baculo_LEF-2
PF05847.13	Baculo_LEF-3
PF04838.14	Baculo_LEF5
PF11792.10	Baculo_LEF5_C
PF06061.13	Baculo_ME53
PF05314.13	Baculo_ODV-E27
PF05073.14	Baculo_p24
PF04766.14	Baculo_p26
PF05214.14	Baculo_p33
PF05112.14	Baculo_p47
PF04878.15	Baculo_p48
PF04583.14	Baculo_p74
PF08404.12	Baculo_p74_N
PF04513.14	Baculo_PEP_C
PF04512.14	Baculo_PEP_N
PF05311.13	Baculo_PP31
PF05883.13	Baculo_RING
PF05789.13	Baculo_VP1054
PF04501.14	Baculo_VP39
PF08475.12	Baculo_VP91_N
PF04913.14	Baculo_Y142
PF18612.3	Bac_A_amyl_C
PF02043.19	Bac_chlorC
PF00308.20	Bac_DnaA
PF08299.13	Bac_DnaA_C
PF00216.23	Bac_DNA_binding
PF01311.22	Bac_export_1
PF01312.21	Bac_export_2
PF01313.21	Bac_export_3
PF05088.14	Bac_GDH
PF18034.3	Bac_GH3_C
PF01152.23	Bac_globin
PF00296.22	Bac_luciferase
PF18008.3	Bac_RepA_C
PF05592.13	Bac_rhamnosid
PF17389.4	Bac_rhamnosid6H
PF17390.4	Bac_rhamnosid_C
PF08531.12	Bac_rhamnosid_N
PF01036.20	Bac_rhodopsin
PF09501.12	Bac_small_YrzI
PF01338.20	Bac_thur_toxin
PF02397.18	Bac_transf
PF18854.3	baeRF_family10
PF18855.3	baeRF_family11
PF18856.3	baeRF_family12
PF18844.3	baeRF_family2
PF18845.3	baeRF_family3
PF18846.3	baeRF_family5
PF18848.3	baeRF_family6
PF18849.3	baeRF_family7
PF18851.3	baeRF_family8
PF02961.16	BAF
PF04684.15	BAF1_ABF1
PF12031.10	BAF250_C
PF09256.12	BaffR-Tall_bind
PF02179.18	BAG
PF12057.10	BAG6
PF08180.13	BAGE
PF01426.20	BAH
PF06861.13	BALF1
PF06211.14	BAMBI
PF19337.1	BAMBI_C
PF02923.17	BamHI
PF07565.15	Band_3_cyto
PF01145.27	Band_7
PF13421.8	Band_7_1
PF16200.7	Band_7_C
PF06639.13	BAP
PF05529.14	Bap31
PF18035.3	Bap31_Bap29_C
PF03114.20	BAR
PF01337.20	Barstar
PF15462.8	Barttin
PF00967.19	Barwin
PF10455.11	BAR_2
PF16746.7	BAR_3
PF10456.11	BAR_3_WASP_bdg
PF16774.7	Baseplate
PF04865.16	Baseplate_J
PF01586.18	Basic
PF05466.14	BASP1
PF15915.7	BAT
PF07001.13	BAT2_N
PF07584.13	BatA
PF13584.8	BatD
PF06968.15	BATS
PF01027.22	Bax1-I
PF12811.9	BaxI_1
PF08031.14	BBE
PF14777.8	BBIP10
PF07289.13	BBL5
PF15272.8	BBP1_C
PF15271.8	BBP1_N
PF07642.13	BBP2
PF10082.11	BBP2_2
PF07585.13	BBP7
PF14779.8	BBS1
PF14782.8	BBS2_C
PF14783.8	BBS2_Mid
PF14781.8	BBS2_N
PF18063.3	BB_PF
PF06726.14	BC10
PF05700.13	BCAS2
PF12490.10	BCAS3
PF12399.10	BCA_ABC_TP_C
PF13862.8	BCCIP
PF02028.19	BCCT
PF15461.8	BCD
PF10436.11	BCDHK_Adom3
PF07284.13	BCHF
PF02327.19	BChl_A
PF00452.21	Bcl-2
PF12201.10	bcl-2I13
PF15286.8	Bcl-2_3
PF10514.11	Bcl-2_BAD
PF11502.10	BCL9
PF18573.3	BclA_C
PF12304.10	BCLP
PF15318.8	Bclt
PF08945.12	Bclx_interact
PF04714.15	BCL_N
PF09257.12	BCMA-Tall_bind
PF07572.14	BCNT
PF15808.7	BCOR
PF09399.12	bCoV_lipid_BD
PF16251.7	bCoV_NAR
PF12133.10	bCoV_NS6
PF08779.12	bCoV_NS7A
PF11395.10	bCoV_NS7B
PF12093.10	bCoV_NS8
PF11501.10	bCoV_NSP1
PF12379.10	bCoV_NSP3_N
PF17635.4	bCoV_Orf14
PF16451.7	bCoV_S1_N
PF09408.12	bCoV_S1_RBD
PF12124.10	bCoV_SUD_C
PF11633.10	bCoV_SUD_M
PF11289.10	bCoV_viroporin
PF09036.12	Bcr-Abl_Oligo
PF01869.22	BcrAD_BadFG
PF08740.13	BCS1_N
PF03170.15	BcsB
PF05420.13	BCSC_C
PF14439.8	Bd3614-deam
PF14442.8	Bd3614_N
PF08072.13	BDHCT
PF16204.7	BDHCT_assoc
PF10684.11	BDM
PF06208.13	BDV_G
PF16520.7	BDV_M
PF06515.13	BDV_P10
PF06595.13	BDV_P24
PF06407.13	BDV_P40
PF18820.3	BD_b_sandwich
PF02138.20	Beach
PF17454.4	Bee_toxin
PF10523.11	BEN
PF03594.15	BenE
PF07255.13	Benyvirus_14KDa
PF05744.13	Benyvirus_P25
PF17841.3	Bep_C_terminal
PF05687.15	BES1_N
PF02944.22	BESS
PF01062.23	Bestrophin
PF17035.7	BET
PF03494.15	Beta-APP
PF10996.10	Beta-Casp
PF00144.26	Beta-lactamase
PF13354.8	Beta-lactamase2
PF16458.7	Beta-prism_lec
PF12125.10	Beta-TrCP_D
PF10435.11	BetaGal_dom2
PF13363.8	BetaGal_dom3
PF13364.8	BetaGal_dom4_5
PF16523.7	betaPIX_CC
PF01212.23	Beta_elim_lyase
PF13229.8	Beta_helix
PF18835.3	Beta_helix_2
PF18889.2	Beta_helix_3
PF17030.7	Beta_lactamase3
PF09826.11	Beta_propel
PF14350.8	Beta_protein
PF08667.12	BetR
PF00407.21	Bet_v_1
PF04538.14	BEX
PF18243.3	BfiI_DBD
PF02929.19	Bgal_small_N
PF15285.8	BH3
PF02180.19	BH4
PF10403.11	BHD_1
PF10404.11	BHD_2
PF10405.11	BHD_3
PF14215.8	bHLH-MYC_N
PF09730.11	BicD
PF06393.13	BID
PF05688.13	BIg21
PF02369.18	Big_1
PF17964.3	Big_10
PF18200.3	Big_11
PF19078.2	Big_12
PF19077.2	Big_13
PF02368.20	Big_2
PF07523.14	Big_3
PF12245.10	Big_3_2
PF13750.8	Big_3_3
PF13754.8	Big_3_4
PF16640.7	Big_3_5
PF07532.13	Big_4
PF13205.8	Big_5
PF17936.3	Big_6
PF17957.3	Big_7
PF17961.3	Big_8
PF17963.3	Big_9
PF18281.3	BILBO1_N
PF04775.16	Bile_Hydr_Trans
PF09166.12	Biliv-reduc_cat
PF06773.13	Bim_N
PF06859.14	Bin3
PF03495.16	Binary_toxB
PF17475.4	Binary_toxB_2
PF17476.4	Binary_toxB_3
PF02084.17	Bindin
PF08149.13	BING4CT
PF00351.23	Biopterin_H
PF15368.8	BioT2
PF02785.21	Biotin_carb_C
PF00289.24	Biotin_carb_N
PF00364.24	Biotin_lipoyl
PF13533.8	Biotin_lipoyl_2
PF03744.15	BioW
PF02632.16	BioY
PF06832.14	BiPBP_C
PF00653.23	BIR
PF12356.10	BIRC6
PF04197.14	Birna_RdRp
PF01766.19	Birna_VP2
PF01767.18	Birna_VP3
PF01768.18	Birna_VP4
PF03042.16	Birna_VP5
PF05858.14	BIV_Env
PF05853.14	BKACE
PF03493.20	BK_channel_a
PF17778.3	BLACT_WH
PF17752.3	BLF1
PF17324.4	BLI1
PF07467.13	BLIP
PF16507.7	BLM10_mid
PF16547.7	BLM10_N
PF16202.7	BLM_N
PF11642.10	Blo-t-5
PF15753.7	BLOC1S3
PF10046.11	BLOC1_2
PF12754.9	Blt1
PF17183.6	Blt1_C
PF04940.14	BLUF
PF05289.13	BLYB
PF00936.21	BMC
PF15185.8	BMF
PF04380.15	BMFP
PF17970.3	bMG1
PF17973.3	bMG10
PF11974.10	bMG3
PF17972.3	bMG5
PF17962.3	bMG6
PF09132.12	BmKX
PF02608.16	Bmp
PF15282.8	BMP2K_C
PF11968.10	Bmt2
PF12496.10	BNIP2
PF06553.14	BNIP3
PF02012.22	BNR
PF13088.8	BNR_2
PF13859.8	BNR_3
PF15892.7	BNR_4
PF15899.7	BNR_6
PF14873.8	BNR_assoc_N
PF04076.15	BOF
PF07441.13	BofA
PF08955.12	BofC_C
PF08977.12	BOFC_N
PF01722.20	BolA
PF02044.19	Bombesin
PF05298.13	Bombinin
PF08096.13	Bombolitin
PF04972.19	BON
PF08145.14	BOP1NT
PF15280.8	BORA_N
PF10157.11	BORCS6
PF16088.7	BORCS7
PF10167.11	BORCS8
PF10512.11	Borealin
PF14957.8	BORG_CEP
PF02414.17	Borrelia_orfA
PF02999.16	Borrelia_orfD
PF04160.14	Borrelia_orfX
PF05628.14	Borrelia_P13
PF05262.13	Borrelia_P83
PF03183.15	Borrelia_rep
PF03978.15	Borrelia_REV
PF12298.10	Bot1p
PF05588.13	Botulinum_HA-17
PF00228.22	Bowman-Birk_leg
PF08146.14	BP28CT
PF18040.3	BPA_C
PF00528.24	BPD_transp_1
PF19300.1	BPD_transp_1_N
PF02653.18	BPD_transp_2
PF06139.14	BphX
PF08000.13	bPH_1
PF03703.16	bPH_2
PF14470.8	bPH_3
PF06713.13	bPH_4
PF10882.10	bPH_5
PF10756.11	bPH_6
PF02237.19	BPL_C
PF03099.21	BPL_LplA_LipB
PF16917.7	BPL_LplA_LipB_2
PF09825.11	BPL_N
PF20030.1	bpMoxR
PF18338.3	BppL_N
PF18667.3	BppU_IgG
PF10651.11	BppU_N
PF08947.12	BPS
PF05633.13	BPS1
PF17044.7	BPTA
PF11564.10	BpuJI_N
PF15516.8	BpuSI_N
PF19915.1	bpX0
PF19917.1	bpX1
PF19918.1	bpX2
PF19919.1	bpX3
PF19920.1	bpX4
PF19921.1	bpX5
PF19922.1	bpX6
PF06753.14	Bradykinin
PF02485.23	Branch
PF05525.15	Branch_AA_trans
PF07576.14	BRAP2
PF13882.8	Bravo_FIGEY
PF09169.12	BRCA-2_helical
PF09103.12	BRCA-2_OB1
PF09104.12	BRCA-2_OB3
PF00634.20	BRCA2
PF18110.3	BRCC36_C
PF00533.28	BRCT
PF16589.7	BRCT_2
PF18428.3	BRCT_3
PF12820.9	BRCT_assoc
PF17105.7	BRD4_CDT
PF06113.14	BRE
PF08647.13	BRE1
PF07741.15	BRF1
PF14965.8	BRI3BP
PF04089.16	BRICHOS
PF19052.2	BRINP
PF04427.20	Brix
PF07533.18	BRK
PF09607.12	BrkDBD
PF15710.7	Brme1
PF14384.8	BrnA_antitoxin
PF04365.15	BrnT_toxin
PF02498.19	Bro-N
PF03097.20	BRO1
PF14961.8	BROMI
PF00439.27	Bromodomain
PF01318.20	Bromo_coat
PF01573.18	Bromo_MP
PF07524.15	Bromo_TP
PF17027.7	Bromo_TP_like
PF10104.11	Brr6_like_C_C
PF05244.13	Brucella_OMP2
PF08381.13	BRX
PF16627.7	BRX_assoc
PF13713.8	BRX_N
PF03909.19	BSD
PF07832.13	Bse634I
PF10079.11	BshC
PF17735.3	BslA
PF12280.10	BSMAP
PF04450.14	BSP
PF18220.3	BspA_v
PF05432.13	BSP_II
PF18512.3	BssB_TutG
PF08201.13	BssC_TutF
PF13991.8	BssS
PF16716.7	BST2
PF06616.13	BsuBI_PstI_RE
PF17728.3	BsuBI_PstI_RE_N
PF12690.9	BsuPI
PF03092.18	BT1
PF03704.19	BTAD
PF00651.33	BTB
PF02214.24	BTB_2
PF16017.7	BTB_3
PF09270.12	BTD
PF07742.14	BTG
PF18410.3	BTHB
PF00779.21	BTK
PF05232.14	BTP
PF03437.17	BtpA
PF17660.3	BTRD1
PF14399.8	BtrH_N
PF04514.14	BTV_NS2
PF09405.12	Btz
PF05560.13	Bt_P21
PF09736.11	Bud13
PF09073.12	BUD22
PF04426.14	Bul1_C
PF04425.14	Bul1_N
PF05307.13	Bundlin
PF03557.17	Bunya_G1
PF03563.15	Bunya_G2
PF01104.19	Bunya_NS-S
PF03231.15	Bunya_NS-S_2
PF00952.19	Bunya_nucleocap
PF04196.14	Bunya_RdRp
PF19257.1	BURAN
PF03181.17	BURP
PF09792.11	But2
PF18826.3	bVLRF1
PF04681.14	Bys1
PF05291.13	Bystin
PF00170.23	bZIP_1
PF07716.17	bZIP_2
PF12498.10	bZIP_C
PF03131.19	bZIP_Maf
PF01453.26	B_lectin
PF18841.3	B_solenoid_dext
PF18836.3	B_solenoid_ydck
PF15617.8	C-C_Bond_Lyase
PF20160.1	C-JID
PF08782.12	c-SKI_SMAD_bind
PF07654.17	C1-set
PF09404.12	C12orf66_like
PF17615.4	C166
PF15547.8	C1ORF64
PF00386.23	C1q
PF00130.24	C1_1
PF03107.18	C1_2
PF07975.14	C1_4
PF00168.32	C2
PF11618.10	C2-C2_1
PF05790.17	C2-set
PF08205.14	C2-set_2
PF01413.21	C4
PF18453.3	C4bp_oligo
PF06662.15	C5-epim_C
PF17982.3	C5HCH
PF01681.19	C6
PF10170.11	C6_DPF
PF08742.13	C8
PF15019.8	C9orf72-like
PF09678.12	Caa3_CtaG
PF14159.8	CAAD
PF15335.8	CAAP1
PF12515.10	CaATP_NAI
PF15895.7	CAAX_1
PF12736.9	CABIT
PF15367.8	CABS1
PF16885.7	CAC1F_C
PF17201.6	Cache_3-Cache_2
PF09732.11	CactinC_cactus
PF10312.11	Cactin_mid
PF03596.15	Cad
PF18500.3	CadC_C1
PF00028.19	Cadherin
PF12733.9	Cadherin-like
PF08266.14	Cadherin_2
PF16184.7	Cadherin_3
PF17803.3	Cadherin_4
PF17892.3	Cadherin_5
PF01049.19	Cadherin_C
PF16492.7	Cadherin_C_2
PF08758.13	Cadherin_pro
PF15974.7	Cadherin_tail
PF09232.12	Caenor_Her-1
PF07440.14	Caerin_1
PF11600.10	CAF-1_p150
PF15512.8	CAF-1_p60_C
PF04857.22	CAF1
PF15539.8	CAF1-p150_C2
PF15557.8	CAF1-p150_N
PF12253.10	CAF1A
PF12265.10	CAF1C_H4-bd
PF17052.7	CAF20
PF11615.10	Caf4
PF13117.8	Cag12
PF03507.15	CagA
PF18971.2	CagA_N
PF16567.7	CagD
PF15066.8	CAGE1
PF03135.16	CagE_TrbE_VirB
PF16707.7	CagS
PF03524.17	CagX
PF14585.8	CagY_I
PF07337.13	CagY_M
PF09053.12	CagZ
PF07180.13	CaiF_GrlA
PF03185.17	CaKB
PF04847.14	Calcipressin
PF11535.10	Calci_bind_CcbP
PF07888.13	CALCOCO1
PF06387.13	Calcyon
PF00214.21	Calc_CGRP_IAPP
PF02029.17	Caldesmon
PF05042.15	Caleosin
PF00915.22	Calici_coat
PF08435.13	Calici_coat_C
PF05752.13	Calici_MSP
PF08405.13	Calici_PP_N
PF07887.13	Calmodulin_bind
PF01067.24	Calpain_III
PF00748.21	Calpain_inhib
PF16648.7	Calpain_u2
PF00402.20	Calponin
PF00262.20	Calreticulin
PF05556.13	Calsarcin
PF01216.19	Calsequestrin
PF03160.16	Calx-beta
PF13944.8	Calycin_like
PF15170.8	CaM-KIIN
PF02888.18	CaMBD
PF08332.12	CaMKII_AD
PF05538.13	Campylo_MOMP
PF07373.13	CAMP_factor
PF07537.13	CamS
PF17095.7	CAMSAP_CC1
PF11971.10	CAMSAP_CH
PF08683.13	CAMSAP_CKK
PF10562.11	CaM_bdg_C0
PF16025.7	CaM_bind
PF07839.13	CaM_binding
PF05792.15	Candida_ALS
PF11766.10	Candida_ALS_N
PF14816.8	CANIN
PF00188.28	CAP
PF15255.8	CAP-ZIP_m
PF07918.13	CAP160
PF12153.10	CAP18_C
PF14130.8	Cap4_nuclease
PF08878.13	Cap4_SAVED
PF11735.10	CAP59_mtransfer
PF12287.10	Caprin-1_C
PF18293.3	Caprin-1_dimer
PF11729.10	Capsid-VNN
PF16903.7	Capsid_N
PF04451.14	Capsid_NCLDV
PF17071.7	Capsid_VP7
PF05159.16	Capsule_synth
PF14052.8	Caps_assemb_Wzi
PF05704.14	Caps_synth
PF14102.8	Caps_synth_CapC
PF06251.13	Caps_synth_GfcC
PF14504.8	CAP_assoc_N
PF08603.13	CAP_C
PF01302.27	CAP_GLY
PF01213.21	CAP_N
PF16861.7	Carbam_trans_C
PF02543.17	Carbam_trans_N
PF13715.8	CarbopepD_reg_2
PF01039.24	Carboxyl_trans
PF13620.8	CarboxypepD_reg
PF02977.17	CarbpepA_inh
PF05388.13	Carbpep_Y_N
PF00194.23	Carb_anhydrase
PF10645.11	Carb_bind
PF01256.19	Carb_kinase
PF08261.14	Carcinustatin
PF00619.23	CARD
PF07705.13	CARDB
PF16739.7	CARD_2
PF02559.18	CarD_CdnL_TRCF
PF01623.19	Carla_C4
PF11531.10	CARM1
PF16000.7	CARMIL_C
PF08462.12	Carmo_coat_C
PF17888.3	Carm_PH
PF00755.22	Carn_acyltransf
PF04240.14	Caroten_synth
PF09150.12	Carot_N
PF01864.19	CarS-like
PF06373.13	CART
PF07779.14	Cas1_AcylT
PF18395.3	Cas3_C
PF20158.1	Cas5fv_helical
PF09559.12	Cas6
PF17262.4	Cas6b_C
PF17955.3	Cas6b_N
PF17952.3	Cas6_N
PF16593.7	Cas9-BH
PF18470.3	Cas9_a
PF17893.3	Cas9_b_hairpin
PF18525.3	Cas9_C
PF16595.7	Cas9_PI
PF18070.3	Cas9_PI2
PF16592.7	Cas9_REC
PF17894.3	Cas9_Topo
PF12366.10	Casc1_C
PF15927.7	Casc1_N
PF00363.20	Casein
PF00997.20	Casein_kappa
PF16907.7	Caskin-Pro-rich
PF16632.7	Caskin-tail
PF16600.7	Caskin1-CID
PF08172.14	CASP_C
PF14526.8	Cass2
PF10174.11	Cast
PF18700.3	Castor1_N
PF06241.14	Castor_Poll_mid
PF09651.12	Cas_APE2256
PF12026.10	CAS_C
PF09670.12	Cas_Cas02710
PF01867.18	Cas_Cas1
PF09707.12	Cas_Cas2CT1978
PF01930.19	Cas_Cas4
PF09704.12	Cas_Cas5d
PF01881.18	Cas_Cas6
PF05107.14	Cas_Cas7
PF09700.12	Cas_Cmr3
PF09701.12	Cas_Cmr5
PF09703.12	Cas_Csa4
PF09702.12	Cas_Csa5
PF09709.12	Cas_Csd1
PF03378.17	CAS_CSE1
PF09659.12	Cas_Csm6
PF09711.12	Cas_Csn2
PF09620.12	Cas_csx3
PF09657.12	Cas_Csx8
PF09658.12	Cas_Csx9
PF09611.12	Cas_Csy1
PF09614.12	Cas_Csy2
PF09615.12	Cas_Csy3
PF09618.12	Cas_Csy4
PF09344.12	Cas_CT1975
PF09706.12	Cas_CXXC_CXXC
PF09455.12	Cas_DxTHG
PF09617.12	Cas_GSU0053
PF09609.12	Cas_GSU0054
PF09623.12	Cas_NE0113
PF16813.7	Cas_St_Csn2
PF09484.12	Cas_TM1802
PF09652.12	Cas_VVA1548
PF00302.20	CAT
PF00199.21	Catalase
PF06628.14	Catalase-rel
PF18011.3	Catalase_C
PF00666.19	Cathelicidins
PF08773.13	CathepsinC_exc
PF13246.8	Cation_ATPase
PF00689.23	Cation_ATPase_C
PF00690.28	Cation_ATPase_N
PF01545.23	Cation_efflux
PF15149.8	CATSPERB
PF15020.8	CATSPERD
PF15064.8	CATSPERG
PF03123.17	CAT_RBD
PF04731.14	Caudal_act
PF16792.7	Caudo_bapla16
PF08931.12	Caudo_bapla_RBP
PF02413.19	Caudo_TAP
PF16838.7	Caud_tail_N
PF03233.15	Cauli_AT
PF03310.15	Cauli_DNA-bind
PF01693.18	Cauli_VI
PF01146.19	Caveolin
PF04771.14	CAV_VP3
PF18249.3	Ca_bind_SSO6904
PF08763.13	Ca_chan_IQ
PF14798.8	Ca_hom_mod
PF10563.11	CA_like
PF02275.20	CBAH
PF08406.12	CbbQ_C
PF12123.10	CBD_PlyG
PF06154.13	CbeA_antitoxin
PF03914.19	CBF
PF02045.17	CBFB_NFYA
PF00808.25	CBFD_NFYB_HMF
PF08143.13	CBFNT
PF02312.19	CBF_beta
PF01656.25	CbiA
PF02570.17	CbiC
PF01888.19	CbiD
PF01890.18	CbiG_C
PF11761.10	CbiG_mid
PF11760.10	CbiG_N
PF02571.16	CbiJ
PF06180.13	CbiK
PF01891.18	CbiM
PF02553.17	CbiN
PF02361.18	CbiQ
PF01903.19	CbiX
PF01955.20	CbiZ
PF18973.2	CBL
PF07434.13	CblD
PF02262.18	Cbl_N
PF02761.16	Cbl_N2
PF02762.16	Cbl_N3
PF14683.8	CBM-like
PF16738.7	CBM26
PF09212.12	CBM27
PF18344.3	CBM32
PF15886.7	CBM39
PF18448.3	CBM46
PF09478.12	CBM49
PF16760.7	CBM53
PF16841.7	CBM60
PF18666.3	CBM64
PF18259.3	CBM65_1
PF18283.3	CBM77
PF06452.13	CBM9_1
PF16011.7	CBM9_2
PF00734.20	CBM_1
PF02013.18	CBM_10
PF03425.15	CBM_11
PF01607.26	CBM_14
PF03426.16	CBM_15
